turn_id,speaker,start,stop,utterance,interval,delta,questions,end_question,overlap,n_words,source_rows
68,5e5ca080bb37ff47b09dd4cc,96.94,98.86,They're nice. Okay.,-0.5100000000000051,1.9200000000000017,0,False,True,4,[68]
69,5f17821d53d8590009cfc951,97.84,98.95,what about you?,-1.019999999999996,1.1099999999999994,1,True,True,3,[69]
70,5e5ca080bb37ff47b09dd4cc,99.24,106.83,"Yeah, I would say like maybe I think four or five, so do you usually like these chats or you're just",0.289999999999992,3.8299999999999983,0,False,False,22,"[70, 74, 76]"
79,5f17821d53d8590009cfc951,107.33,117.6,"they've actually been pretty good thus far. The first, well both of them have been kind of awkward because you know if you talk injured on the computer but no they've gone pretty well. So what that means",-0.8200000000000074,2.1200000000000045,0,False,True,40,"[79, 81, 83, 85, 87]"
88,5e5ca080bb37ff47b09dd4cc,118.34,124.78,"Yeah, I think my might have gone pretty well except for the last one, which is what the other guy from Alabama.",0.7400000000000091,0.3599999999999994,0,False,False,22,"[88, 90]"
93,5f17821d53d8590009cfc951,125.94,126.58,I hope I look,-0.4500000000000028,0.6400000000000006,0,False,True,4,[93]
94,5e5ca080bb37ff47b09dd4cc,126.39,127.66,I mean,-0.1899999999999977,1.269999999999996,0,False,True,2,[94]
95,5f17821d53d8590009cfc951,126.58,128.46,a better impression than he did so,-1.0799999999999983,1.8800000000000097,0,False,True,7,[95]
96,5e5ca080bb37ff47b09dd4cc,128.24,146.96,"yeah, no I think you're ready or I think he was in college so I think maybe he was still right figuring things out and he had a roommate in the background so it was just like I would talk to you and it would be moving around so it's a little distracting, you know? But I mean all good, you know what do you do like for I guess did today or?",-0.2199999999999988,1.799999999999983,0,False,True,75,"[96, 98, 100, 102, 104, 106, 110]"
111,5f17821d53d8590009cfc951,146.71,149.4,"actually work for Nasa, I'm a flight controller,",-0.25,2.6899999999999977,0,False,True,9,[111]
112,5e5ca080bb37ff47b09dd4cc,149.04,149.57,Oh that's,-0.3600000000000136,0.5300000000000011,0,False,True,3,[112]
115,5f17821d53d8590009cfc951,150.27,151.19,Space Station.,-0.4799999999999897,0.9199999999999876,0,False,True,2,[115]
117,5f17821d53d8590009cfc951,152.24,152.68,What about,0.3799999999999954,0.4399999999999977,0,False,False,2,[117]
118,5e5ca080bb37ff47b09dd4cc,152.54,152.8,that's,-0.1400000000000147,0.2600000000000193,0,False,True,2,[118]
119,5f17821d53d8590009cfc951,152.68,152.96,you?,-0.1200000000000045,0.2800000000000011,1,True,True,1,[119]
120,5e5ca080bb37ff47b09dd4cc,152.8,161.66,"awesome. Um I work, I don't know if you've heard a product design, so I designed like digital, like websites applications. Um",-0.1599999999999966,1.1599999999999966,0,False,True,24,"[120, 122, 126]"
129,5f17821d53d8590009cfc951,162.54,163.95,What what was your degree in?,-0.5200000000000102,1.1100000000000136,0,False,True,6,"[129, 131]"
132,5e5ca080bb37ff47b09dd4cc,164.44,166.54,"political science, so",0.4900000000000091,2.0999999999999943,0,False,False,3,[132]
133,5f17821d53d8590009cfc951,165.94,168.55,"Oh, so that's like 1 80 right there.",-0.5999999999999943,0.710000000000008,0,False,True,9,"[133, 135]"
136,5e5ca080bb37ff47b09dd4cc,168.34,181.18,"yeah, exactly. A big, big 1 80 I think the nice thing about design is like, at least here in California is like, a lot of people aren't from design backgrounds and they're able to still transition. So it's been nice. It's been",-0.2100000000000079,1.299999999999983,0,False,True,47,"[136, 138, 140, 142, 144, 146]"
147,5f17821d53d8590009cfc951,181.02,183.36,that's How long,-0.1599999999999966,0.2299999999999897,0,False,True,4,"[147, 153]"
154,5e5ca080bb37ff47b09dd4cc,183.24,183.56,that's,-0.1200000000000045,0.3199999999999932,0,False,True,2,[154]
155,5f17821d53d8590009cfc951,183.36,184.25,have you been doing that?,-0.1999999999999886,0.2999999999999829,0,False,True,5,"[155, 157]"
158,5e5ca080bb37ff47b09dd4cc,184.64,187.46,"Um say 2, 3 years. So",0.3899999999999863,2.8200000000000216,0,False,False,6,[158]
161,5f17821d53d8590009cfc951,188.84,189.22,What?,-0.0600000000000022,0.3799999999999954,1,True,True,1,[161]
162,5e5ca080bb37ff47b09dd4cc,188.91,189.35,not not,-0.3100000000000023,0.4399999999999977,0,False,True,2,[162]
163,5f17821d53d8590009cfc951,189.23,189.46,What?,-0.1200000000000045,0.2300000000000182,1,True,True,1,[163]
164,5e5ca080bb37ff47b09dd4cc,189.35,198.26,"too long. I still feel like this industry changes so much and I don't know, you heard like Apple released the new iphone right about a week ago or something",-0.1100000000000136,2.1599999999999966,0,False,True,31,"[164, 166, 168, 170]"
171,5f17821d53d8590009cfc951,198.04,198.25,What?,-0.2199999999999988,0.2100000000000079,1,True,True,1,[171]
172,5e5ca080bb37ff47b09dd4cc,198.26,202.0,"and the designs difference now we have to go back and like, it's basically",0.0099999999999909,0.75,0,False,False,15,"[172, 176, 178]"
179,5f17821d53d8590009cfc951,201.94,202.15,What?,-0.0600000000000022,0.2100000000000079,1,True,True,1,[179]
180,5e5ca080bb37ff47b09dd4cc,202.0,222.15,"like on you as a designer to like learn about yeah, older designs and it's like, yeah, it's a lot, it's, and then google like reed is not rebranded to, I think like if you look at their icons now and it's just like, I don't know, it's just a lot to like really like taken at once, but it's good and I love what I do. So um",-0.1500000000000056,1.259999999999991,0,False,True,76,"[180, 182, 184, 186, 188, 190, 192, 194]"
195,5f17821d53d8590009cfc951,221.74,224.35,"Yeah, that's good. How did you get into that?",-0.4099999999999966,0.8100000000000023,0,False,True,10,"[195, 197]"
198,5e5ca080bb37ff47b09dd4cc,224.64,233.73,"um I used to be in recruiting so completely different. I feel like life has been like a ton of one eighties, but so you know, honestly, really good experiences and I used",0.289999999999992,3.5800000000000125,0,False,False,33,"[198, 200]"
201,5f17821d53d8590009cfc951,233.64,233.85,What?,-0.0900000000000034,0.2100000000000079,1,True,True,1,[201]
202,5e5ca080bb37ff47b09dd4cc,233.73,244.95,"to recruit for designers and I think just talking to them, I got to know them better and they were really encouraging and supportive lee. So once I met, so I am sure, you know, every industry has great and not not so great folks.",-0.1200000000000045,5.150000000000006,0,False,True,45,"[202, 204, 206]"
207,5f17821d53d8590009cfc951,244.64,245.15,mm hmm.,-0.3100000000000023,0.5100000000000193,0,False,True,2,[207]
208,5e5ca080bb37ff47b09dd4cc,244.96,253.1,"Um and they just really encouraged me to kind of go for and ever since then, I don't think I've looked back and I'm pretty happy to be here.",-0.1899999999999977,1.3799999999999957,0,False,True,32,"[208, 210, 212]"
215,5f17821d53d8590009cfc951,253.56,255.45,It's mean what?,-0.1999999999999886,1.3000000000000114,0,False,True,4,"[215, 217]"
218,5e5ca080bb37ff47b09dd4cc,255.59,259.38,"I was gonna ask, how did you get into Nasa? I'm sure others might have asked you, but I'm",0.1400000000000147,0.549999999999983,0,False,False,22,"[218, 220, 222]"
223,5f17821d53d8590009cfc951,259.14,259.65,I'm,-0.2400000000000091,0.5099999999999909,0,False,True,2,[223]
224,5e5ca080bb37ff47b09dd4cc,259.38,259.96,really curious.,-0.2699999999999818,0.5799999999999841,0,False,True,2,[224]
225,5f17821d53d8590009cfc951,259.66,349.46,"sorry, I just kept spitballing questions and didn't give you talking. So actually it was a dream of mine when uh I was uh I was and I always wanted to be an astronaut growing up and well this is just little an anecdote. But uh my brother when I was in like first grade watching the movie Apollo 13 and I was talking about I wanted to be an astronaut and then he made some comment like well they don't just let anybody be an astronaut. People aren't getting up end up in the showroom and I am. But no it was um got my degree in civil engineering and uh basically I started metallurgical engineering and honestly would have been better filled, you know, if I wanted to work at Nasa. But uh I guess I took the cop out of civil engineering were easier. But anyway I worked several jobs like one uh started out in the Birmingham area, worked for a culture, you got laid off here and then you know, I'm one I say so I better get back out there except originally from this area and you know, foreign parents live in all. But anyway, ended up getting back up here and got a civil engineering job here. Yeah. Honestly, it was like right place, right time type deal. I had a buddy over there and on my resume off here I am. So",-0.2999999999999545,2.619999999999948,0,False,True,244,"[225, 227, 229, 231, 233, 235, 237, 239, 241, 243, 245, 247, 251, 253, 257, 259, 261, 263, 265, 267, 269, 271, 273, 275, 277, 279, 281, 283, 287]"
288,5e5ca080bb37ff47b09dd4cc,347.55,352.55,That's fantastic. Yeah. That's awesome. How long have you been been at Nasa?,-1.909999999999968,5.0,1,True,True,15,[288]
289,5f17821d53d8590009cfc951,351.64,357.75,"about four years I started july or august 2016. So, uh,",-0.910000000000025,2.4600000000000364,0,False,True,11,"[289, 291, 293]"
294,5e5ca080bb37ff47b09dd4cc,356.8,374.61,"So just a little that's awesome. That's, I mean when you say like going back to what you said, like civil engineering was a cop out like what was this kind of like something I don't know because I'm not too familiar with the civil versus like mechanical engineering, but was it like considered the easier, like major by are?",-0.9499999999999886,2.8700000000000045,0,False,True,64,"[294, 296, 298, 300, 302, 304, 308]"
309,5f17821d53d8590009cfc951,374.47,398.16,"it kind of was, yeah. Um, so basically civil engineering, it actually got its name in to Rome back then. They had two different types of engineers. Military engineers and civil engineers are in engineers I guess. So, civil engineers. So just what they had back in Rome, that would need an engineering. So that's like roads and waterways and stuff like that. So",-0.1399999999999863,0.3099999999999454,0,False,True,65,"[309, 311, 313, 315, 317, 319, 321, 323, 325, 327]"
328,5e5ca080bb37ff47b09dd4cc,397.46,401.27,"Right. Okay. That's interesting, wow,",-0.7000000000000455,3.8100000000000014,0,False,True,6,[328]
329,5f17821d53d8590009cfc951,400.74,401.52,like sitting,-0.5299999999999727,0.7799999999999727,0,False,True,2,[329]
330,5e5ca080bb37ff47b09dd4cc,401.28,401.76,that's,-0.2400000000000091,0.4800000000000182,0,False,True,2,[330]
331,5f17821d53d8590009cfc951,401.52,402.18,"in construction,",-0.2400000000000091,0.660000000000025,0,False,True,2,[331]
334,5e5ca080bb37ff47b09dd4cc,403.14,404.16,"that's no,",0.2799999999999727,1.0200000000000389,0,False,False,3,[334]
335,5f17821d53d8590009cfc951,404.16,404.66,What?,0.0,0.5,1,True,False,1,[335]
336,5e5ca080bb37ff47b09dd4cc,404.17,408.7,that's super great. I mean so now that like when you and your brother meet up like,-0.4900000000000091,4.529999999999973,0,False,True,18,[336]
337,5f17821d53d8590009cfc951,408.24,409.56,Mm hmm.,-0.4599999999999795,1.3199999999999932,0,False,True,2,[337]
338,5e5ca080bb37ff47b09dd4cc,408.71,413.96,"is he kind of just like, oh so you actually did make it to Nasa with your dream job?",-0.8500000000000227,3.450000000000045,0,False,True,19,"[338, 340]"
341,5f17821d53d8590009cfc951,413.27,415.06,"don't need to think he remembered that, but shortly",-0.6899999999999977,1.3400000000000318,0,False,True,10,"[341, 343]"
344,5e5ca080bb37ff47b09dd4cc,414.86,415.31,Really?,-0.1999999999999886,0.4499999999999886,1,True,True,1,[344]
345,5f17821d53d8590009cfc951,415.06,419.96,"after I got hired, I brought it up to him and you know, we kind of had a good laugh. Yeah.",-0.25,0.3999999999999772,0,False,True,21,"[345, 347, 349, 351]"
354,5e5ca080bb37ff47b09dd4cc,420.64,440.75,Oh that's awesome. It might seem like a smoothie. I was watching about the first like female indian pilot and how she had made a comment to her brother about how she wanted to be a pilot and he had told her oh it's only like there's like no woman who like fly helicopters and then she actually ended up being like the first pilot in female pilot in India. So I don't know that comment was like very,-0.4200000000000159,1.240000000000009,0,False,True,83,"[354, 356, 358, 360, 362]"
363,5f17821d53d8590009cfc951,441.14,442.16,mm hmm.,0.3899999999999863,1.0200000000000389,0,False,False,2,[363]
364,5e5ca080bb37ff47b09dd4cc,441.94,453.05,"uh interesting. Yeah but typical assembly like rivalry or whatever. Yeah, that's cool. Okay. So have you been in Alabama like your entire life or have you moved out of state",-0.2200000000000272,1.4800000000000182,0,False,True,32,"[364, 366, 368]"
369,5f17821d53d8590009cfc951,452.94,453.54,I've,-0.1100000000000136,0.6000000000000227,0,False,True,2,[369]
370,5e5ca080bb37ff47b09dd4cc,453.05,453.96,or other?,-0.4900000000000091,0.9099999999999682,1,True,True,2,[370]
371,5f17821d53d8590009cfc951,453.55,478.62,"pretty much been, well I've lived in the state, my whole kind of moved around the state, but really like I've lived here and Birmingham, which is uh largest city in Alabama, largest city in Alabama. I'm compared to like you know where you're from, It's like I mean it's like I'm talking 200,000 people so you know, pretty",-0.4099999999999681,2.159999999999968,0,False,True,66,"[371, 373, 375, 377, 379, 381, 383, 385, 387, 389, 391, 393]"
394,5e5ca080bb37ff47b09dd4cc,478.24,478.86,"A big,",-0.3799999999999954,0.6200000000000045,0,False,True,2,[394]
401,5f17821d53d8590009cfc951,479.75,494.06,"serving. Um and then I lived in a test Colusa for a few years, that's where the university of Alabama is so player and then lived there for a couple years after I graduated so I've just kind of hung around the state.",-0.7200000000000273,1.410000000000025,0,False,True,45,"[401, 403, 405, 407, 409]"
410,5e5ca080bb37ff47b09dd4cc,493.94,500.58,"Yeah, it seems like you've gone okay, so, but I guess like now, right, like you're an ass and everything, like do you feel like in the future you want to",-0.1200000000000045,2.339999999999975,0,False,True,33,"[410, 412]"
413,5f17821d53d8590009cfc951,500.44,500.65,what?,-0.1399999999999863,0.2099999999999795,1,True,True,1,[413]
414,5e5ca080bb37ff47b09dd4cc,500.58,503.56,"move to different states, you're pretty subtle on Alabama for now?",-0.0699999999999931,1.6800000000000068,0,False,True,12,"[414, 418]"
419,5f17821d53d8590009cfc951,503.44,510.07,Um I'm pretty set on Alabama depending on if any opportunities pop,-0.1200000000000045,2.720000000000028,0,False,True,13,"[419, 421]"
422,5e5ca080bb37ff47b09dd4cc,509.83,510.66,It's just anything.,-0.2400000000000091,0.2599999999999909,0,False,True,4,"[422, 424]"
425,5f17821d53d8590009cfc951,510.94,519.9,"That might be a discussion that, you know, my wife and I have like, like Houston of course that's where Nasa's home. So it's,",0.2799999999999727,1.9300000000000068,0,False,False,27,"[425, 427, 429, 433, 435]"
436,5e5ca080bb37ff47b09dd4cc,519.71,521.05,"that's another, yeah.",-0.1899999999999408,0.2999999999999545,0,False,True,4,"[436, 438]"
439,5f17821d53d8590009cfc951,520.57,534.36,"mean it's unlikely, but I definitely be up to if like the right thing came open, I do kinda would have like live somewhere else. You know when I got out of college just experienced things. But boy",-0.4799999999999045,5.42999999999995,0,False,True,39,"[439, 441, 443, 445, 447, 449]"
450,5e5ca080bb37ff47b09dd4cc,534.34,540.46,"I guess if you were to pick another state or states that you wanted to live in, what what would those be?",-0.0199999999999818,3.240000000000009,0,False,True,22,"[450, 452]"
453,5f17821d53d8590009cfc951,540.34,544.56,probably out west like colorado or,-0.1200000000000045,4.219999999999914,0,False,True,6,[453]
454,5e5ca080bb37ff47b09dd4cc,544.34,545.95,"Oh thanks to? Yeah,",-0.2199999999999136,0.8199999999999363,0,False,True,4,"[454, 456]"
457,5f17821d53d8590009cfc951,545.59,551.05,"Yeah, definitely say Denver. The Denver would be my number one short. What about you?",-0.3600000000000136,3.5699999999999363,0,False,True,15,"[457, 459, 461]"
462,5e5ca080bb37ff47b09dd4cc,550.83,564.34,"haven't, yeah, that's a good, I feel like I'm interviewing you, but anyways uh gosh, I would say, I don't know like the um New England Area, I don't know something about it just seems really appealing, like the historical",-0.2199999999999136,3.709999999999922,0,False,True,45,"[462, 464, 466, 468, 470]"
471,5f17821d53d8590009cfc951,563.48,564.16,would be neat.,-0.8600000000000136,0.67999999999995,0,False,True,3,[471]
472,5e5ca080bb37ff47b09dd4cc,564.35,570.33,charm. Yeah and I don't know why I lately I've been obsessed with clam chowder and,0.1900000000000545,1.3999999999999773,0,False,False,18,"[472, 474, 476]"
479,5f17821d53d8590009cfc951,570.41,572.25,"don't, I love crimes ever.",-0.75,1.840000000000032,0,False,True,6,[479]
480,5e5ca080bb37ff47b09dd4cc,571.34,591.76,"yeah right it's just like and I went to see we were in Seattle and Seattle has like a really good clam chowder place, like it's like one of those iconic touristy places, but I just don't think it would be as comparable to New England clam chowder, which is like right, that original. Yeah, so I don't know why that, but I don't know, I think there'd be some kind of like rustic charm out there, that",-0.9099999999999682,1.6999999999999318,0,False,True,84,"[480, 482, 484, 486, 488, 490]"
493,5f17821d53d8590009cfc951,592.06,592.95,that would be me.,-0.25,0.32000000000005,0,False,True,4,"[493, 495]"
496,5e5ca080bb37ff47b09dd4cc,593.14,595.44,yeah like very different. Yeah.,0.1899999999999408,0.7799999999999727,0,False,False,5,"[496, 498]"
499,5f17821d53d8590009cfc951,595.04,603.8,"kind of seems like, I don't know what I picture outside of like boston, especially further up north is just like the small town, you know,",-0.4000000000000909,3.9200000000000728,0,False,True,27,"[499, 501, 503]"
504,5e5ca080bb37ff47b09dd4cc,603.74,605.09,"Yes yeah, that's",-0.0599999999999454,0.5900000000000318,0,False,True,4,"[504, 506]"
509,5f17821d53d8590009cfc951,605.19,606.06,would be chemical.,-0.3099999999999454,0.8699999999998909,0,False,True,3,[509]
510,5e5ca080bb37ff47b09dd4cc,605.5,629.3,"what I yeah yeah it would be really nice to get out but yeah okay temper um I have another question and I just completely blanked. Yeah so okay I completely, I had a question about Nasa news, okay never mind, I forgot what I was gonna ask. It's been a long long friday",-0.5599999999999454,12.970000000000027,0,False,True,56,"[510, 514, 516, 518, 520, 522, 524]"
527,5f17821d53d8590009cfc951,629.74,636.16,"yeah I'm still here for about 17 more minutes. If you think so, if you live there you have left.",-0.2200000000000272,1.9500000000000453,0,False,True,21,"[527, 529, 531]"
532,5e5ca080bb37ff47b09dd4cc,637.06,673.1,"Yeah pretty much. So it seems like I feel like I just hopped around between the bay area and central California, so I'm also kind of curious to see what like what other states kind of hold you know? Um Yeah. Yeah I mean I feel like just being in this like tech bubble here, it's like you're exposed to one way of life and it's like well I think that was appealing in college now not so much like right as you're looking for like more meaningful things as opposed to like I don't know status or um like material items for instance",0.8999999999999773,2.2900000000000773,0,False,False,110,"[532, 534, 536, 538, 540, 542, 544, 546, 548]"
553,5f17821d53d8590009cfc951,674.64,691.41,"yeah that's understandable. I did uh let's see, I did go on a job interview in Wyoming. This was that was kinda cool. It was, I was when I was working for coal mine that was my first job out of college of course you know",-0.8000000000000682,1.509999999999991,0,False,True,48,"[553, 555, 557, 559, 561, 563, 567]"
568,5e5ca080bb37ff47b09dd4cc,691.36,691.67,that's,-0.0499999999999545,0.3099999999999454,0,False,True,2,[568]
569,5f17821d53d8590009cfc951,691.41,705.87,"the coal industry has kind of been circling the drain for several years. I ended up getting laid off there and that's when I get back up here and I would work for like nine months. I well I was hosting trivia,",-0.2599999999999909,0.32000000000005,0,False,True,43,"[569, 571, 573, 575, 577, 579]"
580,5e5ca080bb37ff47b09dd4cc,705.44,705.96,Have been,-0.42999999999995,0.5199999999999818,0,False,True,2,[580]
583,5f17821d53d8590009cfc951,706.17,724.45,"restaurants so not totally out of work but you know um and anyway it would have been cool to live out there for a while. I was the lady that was interviewing me like the town it was, the company was in was like a town of 1000. So",-0.2900000000000773,1.160000000000082,0,False,True,49,"[583, 585, 587, 589, 591, 593, 595]"
596,5e5ca080bb37ff47b09dd4cc,724.24,726.36,"mm. Yeah,",-0.2100000000000363,2.1200000000000045,0,False,True,2,[596]
597,5f17821d53d8590009cfc951,726.04,739.06,"he was taking me around the town, showing me everything and I made the comment you know I haven't seen anything like grocery stores or anything out here. So where do you all do your grocery shopping? Oh well Casper is only two hours away and as a walmart so.",-0.32000000000005,0.8799999999999955,0,False,True,51,"[597, 599, 601, 603]"
611,5f17821d53d8590009cfc951,742.67,745.35,if I hit the powerball via cabin there.,-0.1600000000000818,0.1900000000000545,0,False,True,8,"[611, 613, 615]"
616,5e5ca080bb37ff47b09dd4cc,744.64,752.36,"Yeah. So then where did they buy their groceries? Just, they all went to, They drove two hours to Walmart.",-0.7100000000000364,6.080000000000041,1,False,True,20,"[616, 618]"
619,5f17821d53d8590009cfc951,751.84,754.26,pretty much dropped to Sam's clubs fucked up. And,-0.5199999999999818,2.419999999999959,0,False,True,10,[619]
620,5e5ca080bb37ff47b09dd4cc,754.04,755.09,"Pretty serious,",-0.2200000000000272,1.0500000000000682,0,False,True,2,[620]
623,5f17821d53d8590009cfc951,755.35,762.15,they did have like some smaller like mom and pop just like general stores but like no full on grocery store.,-0.9099999999999682,2.7099999999999227,0,False,True,21,"[623, 625, 627, 629]"
630,5e5ca080bb37ff47b09dd4cc,761.84,770.07,"where you could like stock up? Oh, that's right. And I would imagine like the winters in Wyoming a pretty brutal, right? I don't know what the weather",-0.3099999999999454,1.1100000000000136,0,False,True,30,"[630, 632, 634, 636]"
639,5f17821d53d8590009cfc951,770.1,796.45,"would imagine they are like a 11 experience that you know the answer but it was february when I went a being from Alabama never actually seen real snow was pretty neat so like they were just I was driving through Yellowstone on the the town, it was like two hour drive to Yellowstone, there was uh the roads were all plowed and also there weren't any issues there but there were it snow on the ground, so it's really cool.",-0.4599999999999227,4.0,0,False,True,83,"[639, 641, 643, 645, 647, 649, 651, 653, 655, 657]"
660,5e5ca080bb37ff47b09dd4cc,797.23,800.02,"Oh, that's awesome. Well, okay, so you acted, you",-0.1299999999999954,1.6599999999999682,0,False,True,10,"[660, 662]"
663,5f17821d53d8590009cfc951,799.94,800.15,What?,-0.0799999999999272,0.2099999999999227,1,True,True,1,[663]
664,5e5ca080bb37ff47b09dd4cc,800.02,801.26,didn't end up taking,-0.1299999999999954,1.240000000000009,0,False,True,5,[664]
665,5f17821d53d8590009cfc951,801.44,801.97,"No,",0.1800000000000636,0.5299999999999727,0,False,False,1,[665]
666,5e5ca080bb37ff47b09dd4cc,801.64,802.26,good job.,-0.3300000000000409,0.6200000000000045,0,False,True,2,[666]
667,5f17821d53d8590009cfc951,801.97,807.92,no I actually got offered and but right before I got offered there I got offered with a civil engineering firm,-0.2899999999999636,5.949999999999932,0,False,True,21,[667]
670,5e5ca080bb37ff47b09dd4cc,808.26,817.16,"And then that was what? Okay, so you, do you think like if you have not received that offer from the civil engineer from, you might have off?",0.1000000000000227,1.6100000000000136,1,False,False,28,"[670, 672, 674, 678]"
679,5f17821d53d8590009cfc951,817.22,819.76,would have because I was pretty good at that point.,0.0600000000000591,1.17999999999995,0,False,False,10,"[679, 681]"
684,5e5ca080bb37ff47b09dd4cc,820.49,823.35,"Okay, so that was like, let me yeah.",-0.5699999999999363,2.8600000000000136,0,False,True,8,[684]
685,5f17821d53d8590009cfc951,822.44,827.76,"Yeah and it would have, I think it would have been cool to live there for like a year to you know.",-0.9099999999999682,4.409999999999968,0,False,True,22,"[685, 687]"
688,5e5ca080bb37ff47b09dd4cc,827.64,844.82,"Yeah, I agree. I feel like when I was a pretty nice day, like we also went to Yellowstone and we went in june but even, I remember like in june at night the temperatures would drop to like the thirties or twenties and great. Obviously like mentioned California is pretty warm too. So I never experienced such cold weather in like",-0.1200000000000045,8.430000000000064,0,False,True,62,"[688, 690, 692, 694]"
701,5f17821d53d8590009cfc951,847.74,849.15,I'm sorry the,1.1800000000000637,1.4099999999999682,0,False,False,4,[701]
702,5e5ca080bb37ff47b09dd4cc,848.84,850.15,"I'm gonna go ahead. I was, yeah,",-0.3099999999999454,1.3099999999999454,0,False,True,9,[702]
703,5f17821d53d8590009cfc951,849.94,872.96,"okay I felt like I kicked off then. One thing that was interesting to me was uh like it is super super humid here, like it's like in summers it's like just so gross outside, you know? Um But anyway, you know of course, no, not much community in Wyoming and was here how much of a difference it makes in the heat? But",-0.2099999999999227,5.029999999999973,0,False,True,66,"[703, 705, 707, 709, 711, 713, 715]"
716,5e5ca080bb37ff47b09dd4cc,872.64,873.96,mm hmm.,-0.32000000000005,1.32000000000005,0,False,True,2,[716]
